location,total_sqft,bath,price,BHK,price_per_sqft
Sarjapur  Road,1680.0,3.0,160.0,3.0,9523.809523809523
Hoodi,1400.0,2.0,82.0,2.0,5857.142857142857
Bellandur,1310.0,2.0,72.0,2.0,5496.18320610687
BTM Layout,3300.0,6.0,165.0,6.0,5000.0
Electronics City Phase 1,1175.0,2.0,57.0,2.0,4851.063829787234
Chikkalasandra,1428.0,2.0,80.0,3.0,5602.240896358543
Akshaya Nagar,750.0,4.0,62.0,4.0,8266.666666666666
Whitefield,3252.0,4.0,280.0,4.0,8610.086100861008
Haralur Road,1194.0,2.0,46.0,2.0,3852.5963149078725
,,,,,
8th Phase JP Nagar,1080.0,2.0,35.0,2.0,3240.740740740741
Whitefield,1200.0,2.0,45.0,2.0,3750.0
other,1200.0,4.0,120.0,5.0,10000.0
Bommasandra Industrial Area,1320.0,2.0,38.13,3.0,2888.636363636364
Badavala Nagar,1842.0,3.0,115.0,3.0,6243.213897937025
Sector 2 HSR Layout,1146.0,2.0,55.0,2.0,4799.301919720768
Rachenahalli,440.0,1.0,28.0,1.0,6363.636363636364
Sahakara Nagar,1048.0,2.0,50.0,2.0,4770.992366412213
Thanisandra,1801.0,3.0,115.0,3.0,6385.341476957246
Hennur Road,1232.0,2.0,69.61,2.0,5650.162337662337
Whitefield,1150.0,2.0,90.0,2.0,7826.086956521739
Talaghattapura,1868.0,3.0,120.0,3.0,6423.982869379015
Begur,1445.0,2.0,47.1,3.0,3259.515570934256
Hebbal Kempapura,1466.0,2.0,140.0,3.0,9549.795361527968
Harlur,1730.0,3.0,100.0,3.0,5780.346820809248
JP Nagar,3860.0,3.0,402.0,3.0,10414.507772020725
Somasundara Palya,1185.0,2.0,70.0,2.0,5907.172995780591
Yeshwanthpur,3027.0,4.0,260.0,3.0,8589.362405021473
Whitefield,2400.0,4.0,147.0,4.0,6125.0
Kaval Byrasandra,1185.0,2.0,49.0,2.0,4135.021097046413
other,1150.0,2.0,49.0,2.0,4260.869565217391
other,2000.0,4.0,180.0,5.0,9000.0
other,875.0,3.0,98.0,6.0,11200.0
Pai Layout,1075.0,2.0,35.0,2.0,3255.813953488372
Hebbal,1760.0,3.0,123.0,3.0,6988.636363636364
Banashankari,1600.0,2.0,63.98,2.0,3998.75
other,910.0,4.0,140.0,4.0,15384.615384615385
Haralur Road,1000.0,2.0,78.0,2.0,7800.0
7th Phase JP Nagar,1215.0,2.0,90.0,2.0,7407.407407407408
EPIP Zone,1734.0,3.0,125.0,3.0,7208.76585928489
Rachenahalli,1113.0,2.0,55.0,2.0,4941.599281221923
Horamavu Banaswadi,1272.0,2.0,48.0,2.0,3773.5849056603774
Kereguddadahalli,1240.0,3.0,41.0,3.0,3306.451612903226
,,,,,
Yelahanka,1100.0,2.0,70.0,2.0,6363.636363636364
Ambalipura,896.0,2.0,30.13,2.0,3362.723214285714
Rachenahalli,3657.0,5.0,220.0,4.0,6015.859994531036
BTM 2nd Stage,1200.0,2.0,35.0,2.0,2916.6666666666665
Ramagondanahalli,2800.0,4.0,155.0,4.0,5535.714285714285
Hebbal,2790.0,4.0,198.0,4.0,7096.774193548387
Ambalipura,3500.0,3.0,198.0,3.0,5657.142857142857
Ramamurthy Nagar,3600.0,3.0,150.0,3.0,4166.666666666667
,,,,,
other,1200.0,7.0,220.0,8.0,18333.333333333332
other,1096.0,2.0,48.0,2.0,4379.56204379562
other,580.0,2.0,95.0,2.0,16379.310344827587
other,1094.0,2.0,44.0,2.0,4021.9378427787933
other,1100.0,2.0,49.0,2.0,4454.545454545455
,,,,,
Koramangala,2503.0,6.0,325.0,4.0,12984.418697562924
Nagarbhavi,1145.0,2.0,40.0,2.0,3493.4497816593885
Rachenahalli,1550.0,3.0,74.5,3.0,4806.451612903225
Seegehalli,1830.0,4.0,82.0,3.0,4480.87431693989
Hoodi,1746.0,3.0,84.95,3.0,4865.406643757159
other,1280.0,4.0,115.0,4.0,8984.375
Kengeri,918.0,2.0,27.54,2.0,3000.0
Chandapura,645.0,1.0,16.45,1.0,2550.3875968992247
Banashankari Stage III,1305.0,2.0,60.0,3.0,4597.701149425287
Thigalarapalya,1207.0,2.0,62.0,2.0,5136.702568351284
Thanisandra,1678.0,3.0,125.0,3.0,7449.344457687724
Kaggalipura,950.0,2.0,50.0,2.0,5263.1578947368425
Munnekollal,1200.0,7.0,240.0,10.0,20000.0
Electronic City,1070.0,2.0,55.0,2.0,5140.186915887851
Attibele,1639.0,2.0,40.98,3.0,2500.305064063453
Marathahalli,1360.0,2.0,103.0,2.0,7573.529411764706
Malleshpalya,2592.0,4.0,250.0,4.0,9645.061728395061
other,4470.0,3.0,700.0,3.0,15659.955257270694
other,720.0,4.0,62.0,5.0,8611.111111111111
Lakshminarayana Pura,1656.0,3.0,150.0,3.0,9057.971014492754
Sarjapur  Road,985.0,2.0,49.0,2.0,4974.619289340101
Dodda Nekkundi,1999.0,3.0,135.0,3.0,6753.376688344172
7th Phase JP Nagar,1050.0,2.0,75.0,2.0,7142.857142857143
Whitefield,1440.0,2.0,64.0,3.0,4444.444444444444
Basavangudi,1600.0,2.0,160.0,3.0,10000.0
Ramagondanahalli,1253.0,2.0,52.66,2.0,4202.713487629689
other,1200.0,3.0,85.0,3.0,7083.333333333333
Padmanabhanagar,1360.0,2.0,75.0,3.0,5514.705882352941
other,1086.0,2.0,47.5,2.0,4373.848987108656
other,1655.0,3.0,155.0,3.0,9365.558912386707
Old Madras Road,2600.0,4.0,260.0,4.0,10000.0
Sarjapur  Road,1418.0,2.0,78.0,2.0,5500.705218617772
Kalena Agrahara,1270.0,2.0,100.0,2.0,7874.0157480314965
Begur Road,1410.0,2.0,52.17,3.0,3700.0
other,1150.0,2.0,74.0,2.0,6434.782608695652
other,1440.0,3.0,65.8,3.0,4569.444444444444
other,1200.0,2.0,108.0,3.0,9000.0
other,1200.0,2.0,75.0,2.0,6250.0
Begur Road,1410.0,2.0,50.06,3.0,3550.354609929078
Chandapura,1200.0,5.0,92.0,4.0,7666.666666666667
Jalahalli,600.0,3.0,60.0,3.0,10000.0
Whitefield,624.0,1.0,35.0,1.0,5608.974358974359
Electronic City,1060.0,2.0,58.0,2.0,5471.698113207547
Hebbal,3960.0,5.0,386.0,4.0,9747.474747474747
Whitefield,1200.0,2.0,45.0,2.0,3750.0
Vidyaranyapura,1200.0,4.0,175.0,4.0,14583.333333333334
Sarjapur,1917.0,3.0,60.0,4.0,3129.8904538341158
KR Puram,950.0,2.0,40.0,2.0,4210.526315789473
,,,,,
BTM 2nd Stage,1250.0,3.0,50.0,3.0,4000.0
Vishwapriya Layout,1235.0,2.0,60.0,2.0,4858.299595141701
Budigere,722.0,1.0,46.0,1.0,6371.191135734072
Kanakpura Road,2775.0,3.0,165.0,4.0,5945.945945945946
Sarjapur  Road,1200.0,2.0,93.0,2.0,7750.0
Bannerghatta Road,1400.0,3.0,68.0,3.0,4857.142857142857
other,1225.0,3.0,60.0,3.0,4897.959183673469
Marathahalli,1220.0,2.0,58.5,2.0,4795.081967213115
Nagavarapalya,705.0,1.0,52.5,1.0,7446.808510638298
Battarahalli,1880.0,3.0,94.36,3.0,5019.148936170212
Yelahanka,1200.0,2.0,70.0,2.0,5833.333333333333
other,1550.0,2.0,60.0,3.0,3870.967741935484
Lingadheeranahalli,1893.0,3.0,130.0,3.0,6867.406233491812
other,1650.0,3.0,75.0,3.0,4545.454545454545
other,1113.0,2.0,46.0,2.0,4132.973944294699
other,1500.0,2.0,203.0,2.0,13533.333333333334
other,1800.0,9.0,180.0,9.0,10000.0
Sarjapur  Road,1586.0,3.0,70.0,3.0,4413.619167717528
Yelahanka New Town,1541.0,3.0,80.0,3.0,5191.434133679429
Haralur Road,1830.0,3.0,101.0,3.0,5519.12568306011
Kodigehalli,1200.0,2.0,48.0,2.0,4000.0
other,1800.0,2.0,72.0,3.0,4000.0
Bommasandra,1015.0,2.0,40.0,2.0,3940.886699507389
Raja Rajeshwari Nagar,1120.0,2.0,37.95,2.0,3388.3928571428573
Hoodi,706.0,1.0,48.24,1.0,6832.8611898017
other,1350.0,4.0,85.0,4.0,6296.2962962962965
Kumaraswami Layout,610.0,4.0,95.0,6.0,15573.77049180328
Kanakpura Road,1900.0,3.0,99.0,3.0,5210.526315789473
Harlur,1200.0,4.0,243.0,4.0,20250.0
Seegehalli,3000.0,5.0,150.0,4.0,5000.0
Bisuvanahalli,1075.0,2.0,42.0,3.0,3906.9767441860463
Kanakpura Road,1290.0,2.0,80.0,2.0,6201.550387596899
Akshaya Nagar,1200.0,2.0,50.0,2.0,4166.666666666667
Hormavu,1150.0,2.0,53.11,2.0,4618.260869565217
Uttarahalli,1360.0,2.0,61.2,3.0,4500.0
other,4500.0,9.0,500.0,9.0,11111.111111111111
other,935.0,2.0,32.73,2.0,3500.5347593582883
Cox Town,1730.0,3.0,140.0,3.0,8092.485549132948
Sarjapur  Road,1260.0,2.0,53.0,2.0,4206.349206349207
other,675.0,6.0,125.0,6.0,18518.51851851852
Marathahalli,4000.0,4.0,650.0,4.0,16250.0
Marathahalli,950.0,2.0,45.68,2.0,4808.421052631579
other,600.0,3.0,85.0,2.0,14166.666666666666
other,2500.0,5.0,120.0,5.0,4800.0
Hegde Nagar,3216.0,5.0,300.0,4.0,9328.358208955224
other,800.0,3.0,120.0,6.0,15000.0
Budigere,1991.0,4.0,88.0,3.0,4419.889502762431
Sarjapur  Road,1115.0,2.0,60.0,2.0,5381.165919282511
Koramangala,1900.0,3.0,150.0,3.0,7894.736842105263
Whitefield,1109.0,2.0,41.49,2.0,3741.2082957619477
Rajiv Nagar,2340.0,5.0,129.0,4.0,5512.820512820513
Judicial Layout,1200.0,6.0,300.0,6.0,25000.0
Whitefield,4356.0,5.0,850.0,4.0,19513.314967860424
9th Phase JP Nagar,1005.0,2.0,43.0,2.0,4278.606965174129
Kengeri,416.0,1.0,19.5,1.0,4687.5
1st Phase JP Nagar,1394.0,2.0,100.0,2.0,7173.601147776184
Harlur,2138.0,3.0,110.0,3.0,5144.9953227315245
other,1550.0,3.0,160.0,3.0,10322.58064516129
Nagavarapalya,1300.0,3.0,80.0,3.0,6153.846153846154
Thanisandra,1265.0,2.0,82.0,2.0,6482.213438735178
other,1140.0,2.0,52.0,2.0,4561.403508771929
other,1050.0,2.0,40.0,2.0,3809.5238095238096
Thanisandra,1100.0,2.0,48.0,2.0,4363.636363636364
Varthur,1012.0,2.0,59.0,2.0,5830.0395256917
Varthur,1600.0,4.0,112.0,4.0,7000.0
Yelahanka,1326.0,2.0,57.0,2.0,4298.6425339366515
Hebbal Kempapura,1654.0,2.0,85.0,3.0,5139.056831922612
other,1705.0,2.0,290.0,3.0,17008.797653958944
Chikkalasandra,1070.0,2.0,42.8,2.0,4000.0
Whitefield,1700.0,3.0,95.0,3.0,5588.235294117647
Bhoganhalli,910.2,2.0,80.64,2.0,8859.591298615689
Kogilu,1140.0,2.0,50.66,2.0,4443.859649122807
Whitefield,4960.0,4.0,400.0,4.0,8064.5161290322585
Talaghattapura,2254.0,3.0,170.0,3.0,7542.147293700089
Kanakapura,945.0,2.0,47.0,2.0,4973.544973544974
Begur Road,2462.0,6.0,150.0,4.0,6092.607636068237
Giri Nagar,1350.0,3.0,240.0,3.0,17777.777777777777
Marathahalli,615.0,1.0,44.0,1.0,7154.471544715447
Ramamurthy Nagar,1110.0,2.0,65.0,2.0,5855.855855855856
Haralur Road,575.0,1.0,88.0,1.0,15304.347826086956
Electronic City,1025.0,2.0,54.1,2.0,5278.048780487805
other,1758.0,3.0,95.0,3.0,5403.86803185438
other,3179.0,5.0,351.0,4.0,11041.207927021076
Kaikondrahalli,1342.0,3.0,92.0,3.0,6855.439642324888
Kalyan nagar,1800.0,3.0,85.0,3.0,4722.222222222223
Whitefield,2928.0,4.0,198.0,4.0,6762.295081967213
Doddathoguru,1140.0,2.0,32.0,2.0,2807.0175438596493
Raja Rajeshwari Nagar,1608.0,2.0,85.0,2.0,5286.0696517412935
Kadugodi,1645.0,2.0,82.0,3.0,4984.802431610942
Ramamurthy Nagar,1410.0,2.0,56.4,3.0,4000.0
Harlur,1200.0,2.0,52.0,2.0,4333.333333333333
8th Phase JP Nagar,1275.0,2.0,41.5,3.0,3254.901960784314
Dodda Nekkundi,3800.0,4.0,600.0,4.0,15789.473684210527
other,909.0,2.0,40.0,3.0,4400.4400440044
other,1200.0,3.0,85.0,2.0,7083.333333333333
Kalyan nagar,1080.0,2.0,73.0,2.0,6759.259259259259
other,1200.0,2.0,34.0,2.0,2833.3333333333335
Akshaya Nagar,1092.0,2.0,60.0,2.0,5494.505494505494
Jalahalli,1932.0,4.0,135.0,3.0,6987.577639751553
KR Puram,1156.0,2.0,72.0,2.0,6228.3737024221455
Bellandur,924.0,2.0,35.11,2.0,3799.78354978355
Thubarahalli,1330.0,2.0,75.0,2.0,5639.097744360903
Thanisandra,1917.0,4.0,113.0,3.0,5894.627021387585
Chandapura,985.0,2.0,25.12,2.0,2550.253807106599
other,2400.0,6.0,408.0,6.0,17000.0
other,1800.0,5.0,500.0,4.0,27777.777777777777
other,1290.0,1.0,225.0,2.0,17441.86046511628
Kodigehalli,655.0,1.0,53.0,1.0,8091.603053435115
other,1800.0,3.0,140.0,3.0,7777.777777777777
Margondanahalli,1360.0,2.0,45.0,4.0,3308.823529411765
Bellandur,1785.0,3.0,118.0,3.0,6610.644257703081
Kadugodi,4000.0,7.0,130.0,7.0,3250.0
Hebbal,1645.0,3.0,120.0,3.0,7294.83282674772
Gottigere,1235.0,2.0,63.0,2.0,5101.214574898785
Anandapura,900.0,2.0,48.0,2.0,5333.333333333333
Thanisandra,662.0,1.0,42.0,1.0,6344.410876132931
TC Palaya,1440.0,5.0,100.0,5.0,6944.444444444444
Whitefield,1215.0,2.0,62.0,2.0,5102.880658436214
Bisuvanahalli,845.0,2.0,37.0,2.0,4378.698224852071
Sarjapur  Road,1525.0,2.0,87.0,3.0,5704.918032786885
other,1000.0,2.0,48.0,2.0,4800.0
Mysore Road,1560.0,3.0,120.0,3.0,7692.307692307692
Kasavanhalli,2100.0,3.0,110.0,3.0,5238.0952380952385
Kodichikkanahalli,1620.0,2.0,85.0,3.0,5246.913580246914
Marathahalli,1595.0,3.0,90.0,3.0,5642.633228840125
other,1095.0,2.0,38.52,2.0,3517.8082191780827
Hennur Road,2182.0,3.0,72.04,3.0,3301.5582034830436
Sanjay nagar,1900.0,2.0,180.0,3.0,9473.684210526315
Whitefield,2700.0,5.0,175.0,3.0,6481.481481481482
BTM 2nd Stage,1070.0,2.0,48.0,2.0,4485.981308411215
Ramamurthy Nagar,2000.0,9.0,150.0,9.0,7500.0
,,,,,
Electronics City Phase 1,755.0,1.0,42.41,1.0,5617.218543046358
Hebbal,1645.0,3.0,117.0,3.0,7112.462006079028
Sarjapur,2400.0,3.0,190.0,3.0,7916.666666666667
Chandapura,645.0,1.0,16.45,1.0,2550.3875968992247
other,3900.0,4.0,333.0,4.0,8538.461538461539
other,2400.0,4.0,200.0,3.0,8333.333333333334
other,2416.0,10.0,600.0,10.0,24834.437086092716
Electronics City Phase 1,919.0,2.0,28.0,2.0,3046.789989118607
Bannerghatta Road,1725.0,3.0,110.0,3.0,6376.811594202899
Sarjapur  Road,1346.0,2.0,71.32,2.0,5298.662704309063
Electronic City Phase II,1070.0,2.0,45.0,2.0,4205.607476635514
Begur Road,1225.0,2.0,35.52,2.0,2899.5918367346944
Sarakki Nagar,880.0,6.0,75.0,6.0,8522.727272727272
Neeladri Nagar,640.0,1.0,20.5,1.0,3203.125
Chikkalasandra,1310.0,2.0,52.4,3.0,4000.0
Kanakapura,1190.0,2.0,39.0,2.0,3277.3109243697477
other,1645.0,3.0,87.5,3.0,5319.148936170212
Marathahalli,1350.0,2.0,89.0,2.0,6592.592592592592
Vittasandra,1404.0,2.0,68.8,2.0,4900.284900284901
Electronic City,1105.0,2.0,35.0,3.0,3167.420814479638
Kanakpura Road,900.0,2.0,41.0,2.0,4555.555555555556
other,1650.0,4.0,320.0,4.0,19393.939393939392
Dodda Nekkundi,1100.0,2.0,41.15,2.0,3740.909090909091
Thanisandra,2100.0,4.0,95.0,4.0,4523.809523809524
Thanisandra,1948.0,3.0,130.0,3.0,6673.511293634497
Singasandra,1464.0,3.0,56.0,3.0,3825.136612021858
Raja Rajeshwari Nagar,1210.0,2.0,45.0,2.0,3719.00826446281
Yelahanka,4000.0,5.0,220.0,5.0,5500.0
Nagarbhavi,1200.0,4.0,240.0,5.0,20000.0
Sarjapur  Road,3905.0,7.0,290.0,5.0,7426.376440460947
other,2600.0,3.0,140.0,3.0,5384.615384615385
7th Phase JP Nagar,1300.0,3.0,89.13,3.0,6856.153846153846
7th Phase JP Nagar,1130.0,2.0,73.0,2.0,6460.1769911504425
Budigere,1200.0,3.0,135.0,4.0,11250.0
Thanisandra,1690.0,3.0,125.0,3.0,7396.449704142012
other,950.0,2.0,60.0,2.0,6315.789473684211
Marathahalli,1020.0,2.0,57.0,2.0,5588.235294117647
other,2107.0,4.0,95.0,4.0,4508.780256288562
Marathahalli,1735.0,3.0,72.0,3.0,4149.85590778098
Sarjapur  Road,915.0,2.0,37.0,2.0,4043.7158469945357
other,1450.0,3.0,68.0,3.0,4689.6551724137935
Thigalarapalya,2215.0,4.0,156.0,3.0,7042.889390519187
other,2431.0,3.0,100.0,3.0,4113.533525298231
Hennur Road,1804.0,3.0,102.0,3.0,5654.10199556541
Marathahalli,1600.0,3.0,88.0,2.0,5500.0
Uttarahalli,1280.0,2.0,75.0,2.0,5859.375
Hebbal,1255.0,3.0,77.68,3.0,6189.641434262949
Koramangala,1320.0,2.0,150.0,2.0,11363.636363636364
Hoodi,1257.0,2.0,69.0,2.0,5489.260143198091
Raja Rajeshwari Nagar,1240.0,2.0,53.27,2.0,4295.967741935484
other,1200.0,4.0,240.0,4.0,20000.0
Hulimavu,1255.0,2.0,66.0,2.0,5258.964143426295
Ananth Nagar,870.0,2.0,36.0,2.0,4137.931034482759
Tumkur Road,1789.0,3.0,98.0,3.0,5477.920626048071
Basaveshwara Nagar,800.0,6.0,110.0,6.0,13750.0
Electronic City,660.0,1.0,18.0,2.0,2727.2727272727275
other,600.0,3.0,54.0,3.0,9000.0
other,1155.0,2.0,56.0,2.0,4848.484848484848
R.T. Nagar,1235.0,2.0,65.0,2.0,5263.1578947368425
Yelahanka,2675.0,4.0,140.0,4.0,5233.644859813084
CV Raman Nagar,1025.0,2.0,50.0,2.0,4878.048780487805
Raja Rajeshwari Nagar,1395.0,2.0,72.0,3.0,5161.290322580645
Rachenahalli,1530.0,2.0,74.4,3.0,4862.745098039216
Dodda Nekkundi,1252.0,2.0,71.0,3.0,5670.926517571885
Hennur Road,1081.0,2.0,30.27,2.0,2800.1850138760406
Haralur Road,1255.0,3.0,130.0,3.0,10358.565737051793
Ardendale,2062.0,3.0,150.0,4.0,7274.4907856450045
Choodasandra,1220.0,3.0,56.0,3.0,4590.163934426229
Jigani,1408.0,2.0,55.0,3.0,3906.25
Bisuvanahalli,1180.0,2.0,60.0,3.0,5084.745762711865
Sarjapur  Road,715.0,1.0,29.0,1.0,4055.944055944056
Sarjapur  Road,1230.0,2.0,94.5,2.0,7682.926829268293
Kaggadasapura,1035.0,2.0,45.5,2.0,4396.135265700483
EPIP Zone,3360.0,5.0,225.0,4.0,6696.428571428572
Kathriguppe,1300.0,3.0,77.99,3.0,5999.230769230769
Kanakpura Road,1100.0,3.0,52.97,3.0,4815.454545454545
Whitefield,1216.0,2.0,84.0,2.0,6907.894736842105
other,1450.0,2.0,62.63,2.0,4319.310344827586
Nagavarapalya,705.0,1.0,57.0,1.0,8085.106382978724
Gottigere,1385.0,3.0,64.0,3.0,4620.938628158845
Anekal,1200.0,2.0,36.1,2.0,3008.3333333333335
Electronic City Phase II,1310.0,2.0,32.75,3.0,2500.0
Sarjapur  Road,1043.0,2.0,39.5,2.0,3787.152444870566
Koramangala,1320.0,2.0,110.0,2.0,8333.333333333334
other,1900.0,3.0,205.0,3.0,10789.473684210527
Varthur,1140.0,2.0,39.9,2.0,3500.0
Kadugodi,1100.0,2.0,45.0,2.0,4090.909090909091
Hebbal,1586.0,3.0,90.0,3.0,5674.653215636822
Chandapura,975.0,2.0,24.86,2.0,2549.74358974359
other,1365.0,3.0,60.0,2.0,4395.604395604396
Rajaji Nagar,1263.0,2.0,107.0,2.0,8471.892319873317
Begur Road,1565.0,2.0,59.76,3.0,3818.5303514376997
Karuna Nagar,1163.0,3.0,180.0,3.0,15477.214101461737
Whitefield,2882.0,5.0,204.0,4.0,7078.417765440666
Hennur Road,2320.0,3.0,170.0,3.0,7327.586206896552
Sarjapur  Road,1750.0,3.0,99.0,3.0,5657.142857142857
Kudlu,1143.0,2.0,55.0,2.0,4811.898512685914
Hennur Road,1936.0,3.0,118.0,3.0,6095.0413223140495
,,,,,
Chandapura,700.0,1.0,19.0,2.0,2714.285714285714
other,1402.0,2.0,85.0,3.0,6062.767475035664
Hebbal,4640.0,4.0,600.0,4.0,12931.034482758621
Electronic City,1000.0,2.0,41.0,2.0,4100.0
Gottigere,1000.0,2.0,35.0,2.0,3500.0
Kengeri Satellite Town,818.0,2.0,26.0,2.0,3178.484107579462
Bommenahalli,1680.0,3.0,135.0,4.0,8035.714285714285
Kalyan nagar,2422.0,3.0,150.0,4.0,6193.228736581338
Indira Nagar,1145.0,2.0,100.0,2.0,8733.624454148472
Chandapura,1190.0,2.0,30.35,3.0,2550.4201680672268
Sarjapur  Road,1145.0,2.0,62.0,2.0,5414.847161572053
Somasundara Palya,1575.0,3.0,68.0,3.0,4317.460317460317
Bannerghatta Road,9000.0,4.0,390.0,3.0,4333.333333333333
Thanisandra,1200.0,2.0,46.0,2.0,3833.3333333333335
Yelahanka,1500.0,2.0,63.0,3.0,4200.0
Ramamurthy Nagar,2560.0,4.0,75.0,4.0,2929.6875
Kothanur,1583.0,3.0,76.1,3.0,4807.327858496525
Kanakpura Road,700.0,2.0,34.98,2.0,4997.142857142857
Bannerghatta Road,950.0,2.0,38.0,2.0,4000.0
Banashankari,1041.0,2.0,36.44,2.0,3500.480307396734
Thubarahalli,1085.0,2.0,70.0,2.0,6451.612903225807
Anjanapura,1070.0,2.0,37.0,2.0,3457.9439252336447
Bommasandra,1000.0,2.0,35.0,2.0,3500.0
Horamavu Agara,1169.0,2.0,64.0,2.0,5474.764756201882
other,1150.0,4.0,110.0,4.0,9565.217391304348
Whitefield,1840.0,3.0,140.0,3.0,7608.695652173913
other,1550.0,3.0,75.0,3.0,4838.709677419355
Kaval Byrasandra,997.0,2.0,53.0,2.0,5315.947843530592
Gunjur,1457.0,2.0,60.0,2.0,4118.050789293068
ISRO Layout,1000.0,2.0,60.0,2.0,6000.0
KR Puram,1000.0,2.0,60.0,2.0,6000.0
Sarjapur  Road,1500.0,3.0,88.0,3.0,5866.666666666667
other,958.0,3.0,210.0,5.0,21920.668058455114
Lakshminarayana Pura,1165.0,2.0,75.0,2.0,6437.768240343347
other,1200.0,7.0,169.0,7.0,14083.333333333334
Kasavanhalli,1787.0,3.0,123.0,3.0,6883.044208170118
Raja Rajeshwari Nagar,1288.0,2.0,70.0,3.0,5434.782608695652
Thanisandra,1430.0,2.0,54.11,3.0,3783.916083916084
Hulimavu,3035.0,5.0,271.0,3.0,8929.159802306425
Doddathoguru,750.0,1.0,25.5,1.0,3400.0
Yelachenahalli,900.0,2.0,115.0,4.0,12777.777777777777
Channasandra,1200.0,3.0,67.77,3.0,5647.5
Electronic City,1500.0,2.0,78.0,3.0,5200.0
Ambalipura,1230.0,2.0,66.25,2.0,5386.178861788618
Marathahalli,780.0,1.0,55.0,1.0,7051.282051282052
Bannerghatta Road,1220.0,2.0,80.0,2.0,6557.377049180328
Kanakpura Road,1110.0,2.0,43.0,2.0,3873.873873873874
other,2100.0,3.0,240.0,3.0,11428.57142857143
Hosakerehalli,1380.0,9.0,150.0,9.0,10869.565217391304
Bannerghatta Road,1130.0,2.0,78.0,2.0,6902.654867256637
Electronic City,1213.0,2.0,59.32,2.0,4890.35449299258
Kengeri,900.0,2.0,45.0,2.0,5000.0
Panathur,1199.0,2.0,85.0,2.0,7089.241034195163
other,5000.0,4.0,290.0,4.0,5800.0
,,,,,
Bellandur,700.0,8.0,100.0,7.0,14285.714285714286
Uttarahalli,661.0,1.0,36.0,1.0,5446.293494704993
other,1804.0,2.0,285.0,2.0,15798.226164079822
Marathahalli,1710.0,3.0,100.0,3.0,5847.953216374269
Kengeri Satellite Town,1030.0,2.0,50.0,2.0,4854.368932038835
Choodasandra,1220.0,3.0,56.0,3.0,4590.163934426229
Marathahalli,1530.0,3.0,73.5,3.0,4803.921568627451
Ramamurthy Nagar,1200.0,2.0,78.0,2.0,6500.0
other,2000.0,3.0,85.0,3.0,4250.0
Nagarbhavi,300.0,1.0,20.0,1.0,6666.666666666667
Green Glen Layout,1751.0,2.0,115.0,3.0,6567.6756139348945
R.T. Nagar,800.0,1.0,170.0,2.0,21250.0
Panathur,1255.0,2.0,79.0,2.0,6294.820717131474
Whitefield,1778.0,3.0,122.0,3.0,6861.6422947131605
other,1100.0,2.0,45.0,2.0,4090.909090909091
Hennur Road,1480.0,2.0,65.0,2.0,4391.891891891892
Marathahalli,1358.0,2.0,81.0,2.0,5964.653902798233
Electronics City Phase 1,580.0,1.0,27.0,1.0,4655.172413793103
Choodasandra,1197.0,2.0,63.0,2.0,5263.1578947368425
HRBR Layout,1200.0,2.0,170.0,4.0,14166.666666666666
Lingadheeranahalli,1705.0,3.0,110.0,3.0,6451.612903225807
Electronic City Phase II,1310.0,2.0,37.83,3.0,2887.7862595419847
Hoodi,1132.0,2.0,67.9,2.0,5998.233215547704
other,1200.0,3.0,140.0,3.0,11666.666666666666
other,814.0,2.0,55.0,2.0,6756.756756756757
Electronic City,1575.0,3.0,90.0,3.0,5714.285714285715
Pattandur Agrahara,1302.0,2.0,66.0,2.0,5069.124423963133
Sultan Palaya,1800.0,8.0,175.0,6.0,9722.222222222223
Hegde Nagar,2006.8,4.0,196.0,3.0,9766.792904125972
other,1100.0,2.0,44.0,2.0,4000.0
other,2400.0,5.0,400.0,5.0,16666.666666666668
Electronic City,435.0,1.0,19.5,1.0,4482.758620689655
Electronic City Phase II,1140.0,2.0,33.06,2.0,2900.0
Kasavanhalli,1090.0,2.0,59.8,2.0,5486.238532110092
Thanisandra,1922.0,3.0,106.0,3.0,5515.088449531738
Mysore Road,883.0,2.0,40.95,2.0,4637.5990939977355
8th Phase JP Nagar,1062.0,2.0,42.47,2.0,3999.0583804143125
,,,,,
Babusapalaya,1358.0,2.0,43.1,3.0,3173.784977908689
Hoodi,1108.0,2.0,87.0,2.0,7851.985559566787
Harlur,1197.0,2.0,79.0,2.0,6599.832915622389
Sarjapur  Road,1190.0,2.0,50.0,2.0,4201.680672268908
Dairy Circle,3754.0,6.0,430.0,4.0,11454.448588172616
Vijayanagar,1749.0,3.0,117.0,3.0,6689.536878216123
Sarjapur  Road,1750.0,3.0,215.0,4.0,12285.714285714286
Kasavanhalli,1691.0,3.0,104.0,3.0,6150.206978119456
Electronic City,1449.0,3.0,100.0,3.0,6901.311249137336
,,,,,
Whitefield,1400.0,2.0,80.0,2.0,5714.285714285715
Electronic City,1310.0,2.0,37.83,3.0,2887.7862595419847
other,1100.0,2.0,48.0,2.0,4363.636363636364
other,1230.0,2.0,53.51,3.0,4350.40650406504
7th Phase JP Nagar,1450.0,3.0,100.0,3.0,6896.551724137931
Haralur Road,1810.0,3.0,126.0,3.0,6961.325966850829
Vittasandra,1246.0,2.0,62.3,2.0,5000.0
Brookefield,1420.0,3.0,85.0,3.0,5985.915492957746
Old Airport Road,2658.0,5.0,187.0,4.0,7035.364936042137
other,1450.0,2.0,89.6,3.0,6179.310344827586
